employee_id,course_id,enrollment_date,completion_status,rating,time_spent_hours
EMP02494,CRS0063,2026-11-19,Completed,2.1,30.2
EMP02494,CRS0056,2024-05-26,In Progress,,30.1
EMP02494,CRS0009,2026-12-05,Completed,2.7,30.7
EMP02495,CRS0070,2025-07-07,Completed,4.7,34.8
EMP02495,CRS0018,2025-06-14,Completed,3.3,32.9
EMP02495,CRS0087,2026-02-27,Completed,3.3,33.7
EMP02495,CRS0100,2026-11-23,Completed,2.5,25.1
EMP02496,CRS0002,2026-08-12,Completed,4.6,28.0
EMP02496,CRS0076,2025-04-08,Completed,3.5,35.7
EMP02496,CRS0011,2026-09-23,Completed,3.3,15.3
EMP02496,CRS0019,2025-08-15,Completed,2.5,19.8
EMP02496,CRS0037,2024-03-03,In Progress,,23.0
EMP02496,CRS0123,2025-04-07,Completed,4.6,30.3
EMP02497,CRS0038,2025-06-03,Completed,2.5,4.1
EMP02497,CRS0098,2025-10-03,In Progress,,31.5
EMP02497,CRS0081,2026-03-15,Completed,3.4,27.8
EMP02497,CRS0111,2025-01-06,Completed,4.1,37.5
EMP02497,CRS0135,2024-10-20,Completed,2.5,20.4
EMP02498,CRS0134,2025-05-24,Completed,3.5,9.5
EMP02498,CRS0034,2024-08-04,In Progress,,25.6
EMP02498,CRS0057,2024-03-25,Completed,2.4,29.7
EMP02498,CRS0114,2025-03-08,Completed,4.0,37.5
EMP02498,CRS0036,2026-11-09,In Progress,,12.8
EMP02498,CRS0039,2025-02-07,Completed,2.8,4.3
EMP02499,CRS0073,2024-01-12,Completed,2.8,36.7
EMP02499,CRS0140,2024-10-21,Completed,2.5,14.5
EMP02499,CRS0138,2024-01-19,In Progress,,13.6
EMP02499,CRS0115,2024-04-07,In Progress,,21.7
EMP02499,CRS0015,2024-02-12,In Progress,,32.1
EMP02500,CRS0043,2024-01-03,In Progress,,10.2
EMP02500,CRS0133,2025-03-13,Completed,4.1,39.4
EMP02500,CRS0047,2026-09-02,Completed,3.1,16.7
EMP02501,CRS0134,2025-08-21,Completed,4.4,23.1
EMP02501,CRS0113,2024-03-16,In Progress,,13.7
EMP02501,CRS0033,2024-12-23,Completed,3.9,2.3
EMP02501,CRS0023,2026-12-12,Completed,4.0,32.2
EMP02501,CRS0017,2026-04-03,In Progress,,10.6
EMP02502,CRS0119,2026-06-15,Dropped,,23.1
EMP02502,CRS0061,2024-04-07,Completed,4.0,17.8
EMP02502,CRS0117,2024-07-07,In Progress,,34.7
EMP02502,CRS0012,2024-07-15,Completed,3.7,24.5
EMP02503,CRS0035,2025-01-17,In Progress,,35.4
EMP02503,CRS0057,2024-07-06,Completed,3.0,14.6
EMP02504,CRS0105,2024-10-17,Dropped,,6.0
EMP02504,CRS0092,2025-08-03,In Progress,,13.9
EMP02504,CRS0034,2024-03-20,Completed,2.7,5.2
EMP02505,CRS0097,2025-03-11,Dropped,,36.0
EMP02505,CRS0139,2026-02-28,In Progress,,39.8
EMP02506,CRS0133,2025-08-15,Completed,3.6,33.5
EMP02506,CRS0025,2024-11-19,Completed,2.1,24.1
EMP02506,CRS0070,2024-01-15,Completed,2.6,30.4
EMP02507,CRS0047,2024-09-11,Completed,3.1,37.5
EMP02507,CRS0094,2026-02-12,Completed,4.1,36.3
EMP02507,CRS0124,2024-01-01,Completed,2.5,3.0
EMP02507,CRS0055,2025-09-02,Completed,4.8,18.4
EMP02507,CRS0023,2024-08-15,Completed,2.5,20.2
EMP02508,CRS0116,2025-09-13,Completed,3.4,26.4
EMP02508,CRS0053,2024-11-06,Completed,3.6,19.9
EMP02508,CRS0019,2024-09-26,Completed,2.9,13.8
EMP02508,CRS0089,2024-05-25,Completed,4.6,38.5
EMP02508,CRS0134,2026-10-22,Completed,2.8,24.6
EMP02508,CRS0049,2026-12-14,Dropped,,6.1
EMP02509,CRS0108,2025-12-06,Completed,3.3,21.0
EMP02509,CRS0048,2026-03-07,Completed,3.5,35.4
EMP02509,CRS0029,2026-03-13,Completed,2.5,31.3
EMP02509,CRS0025,2025-11-10,Dropped,,24.4
EMP02509,CRS0061,2026-01-08,Completed,2.1,4.8
EMP02509,CRS0126,2024-03-04,Dropped,,36.2
EMP02510,CRS0035,2026-10-11,Completed,3.7,10.7
EMP02510,CRS0066,2025-12-10,Completed,3.9,7.8
EMP02510,CRS0075,2024-02-08,Completed,2.6,32.4
EMP02510,CRS0104,2026-01-14,Completed,2.6,25.1
EMP02510,CRS0054,2026-05-27,In Progress,,32.2
EMP02510,CRS0052,2025-07-07,Completed,2.2,14.1
EMP02511,CRS0057,2026-01-23,Completed,2.9,23.7
EMP02511,CRS0094,2024-11-02,Dropped,,9.2
EMP02511,CRS0032,2026-10-19,Completed,4.8,7.7
EMP02511,CRS0061,2026-03-27,Completed,4.8,23.0
EMP02511,CRS0001,2025-06-01,Completed,2.4,37.2
EMP02511,CRS0060,2026-05-14,In Progress,,12.8
EMP02512,CRS0093,2025-05-11,Dropped,,17.2
EMP02512,CRS0108,2024-05-15,Completed,3.9,20.2
EMP02512,CRS0002,2024-03-16,Completed,3.1,13.2
EMP02512,CRS0055,2026-07-02,Completed,2.5,24.2
EMP02513,CRS0062,2025-12-01,Completed,2.3,6.6
EMP02513,CRS0045,2025-01-18,Completed,2.6,23.8
EMP02513,CRS0016,2024-05-04,Completed,2.6,19.6
EMP02513,CRS0109,2026-08-18,Completed,3.4,24.3
EMP02514,CRS0124,2026-07-10,Completed,3.4,38.9
EMP02514,CRS0106,2025-05-08,Completed,4.0,30.2
EMP02514,CRS0140,2024-11-15,Dropped,,14.0
EMP02515,CRS0126,2025-11-17,Completed,4.1,5.4
EMP02515,CRS0131,2026-07-27,Completed,3.7,4.9
EMP02515,CRS0079,2025-06-27,Completed,4.0,34.6
EMP02515,CRS0034,2025-10-16,Completed,2.2,7.6
EMP02515,CRS0094,2026-10-24,Completed,4.2,34.6
EMP02516,CRS0090,2026-03-14,Completed,4.4,7.7
EMP02516,CRS0022,2025-07-26,Completed,3.4,11.2
EMP02516,CRS0087,2026-10-10,Completed,4.0,2.3
EMP02516,CRS0074,2025-05-12,Completed,4.1,32.8
EMP02517,CRS0029,2026-06-17,In Progress,,14.1
EMP02517,CRS0125,2024-02-12,Completed,3.7,36.4
EMP02518,CRS0005,2025-07-15,Dropped,,28.8
EMP02518,CRS0093,2025-05-21,Completed,5.0,21.3
EMP02518,CRS0108,2025-05-09,Dropped,,10.4
EMP02518,CRS0079,2025-10-01,Completed,3.4,39.4
EMP02518,CRS0098,2025-12-23,In Progress,,21.2
EMP02519,CRS0139,2025-12-28,Completed,3.5,30.2
EMP02519,CRS0053,2026-10-10,Completed,4.1,7.5
EMP02519,CRS0132,2024-06-24,Completed,3.2,11.5
EMP02519,CRS0070,2026-07-05,Dropped,,28.1
EMP02519,CRS0026,2025-08-27,In Progress,,31.8
EMP02520,CRS0014,2026-01-06,Completed,3.4,4.3
EMP02520,CRS0053,2024-10-02,Completed,4.6,6.3
EMP02520,CRS0112,2025-06-02,Completed,2.1,5.5
EMP02520,CRS0117,2025-05-01,Completed,4.3,7.1
EMP02520,CRS0098,2024-04-15,Dropped,,3.0
EMP02520,CRS0107,2025-03-27,Completed,2.4,19.4
EMP02521,CRS0058,2026-11-27,In Progress,,17.9
EMP02521,CRS0014,2024-04-02,Completed,3.9,4.3
EMP02521,CRS0091,2026-09-10,Completed,3.4,24.9
EMP02521,CRS0103,2025-06-13,Completed,3.7,14.6
EMP02522,CRS0045,2024-08-26,Dropped,,27.4
EMP02522,CRS0038,2024-11-26,Completed,3.8,28.7
EMP02522,CRS0101,2025-08-20,Completed,3.7,21.2
EMP02522,CRS0001,2026-01-12,In Progress,,13.4
EMP02523,CRS0096,2025-09-28,Completed,4.7,21.3
EMP02523,CRS0134,2024-12-02,In Progress,,4.6
EMP02524,CRS0120,2024-11-03,In Progress,,21.3
EMP02524,CRS0042,2024-07-12,Completed,3.3,23.5
EMP02524,CRS0084,2024-04-06,In Progress,,39.4
EMP02525,CRS0087,2025-08-04,Completed,2.4,16.9
EMP02525,CRS0023,2024-12-13,Completed,4.6,8.6
EMP02525,CRS0085,2026-12-26,Completed,3.7,28.6
EMP02525,CRS0096,2026-08-01,Completed,4.1,31.8
EMP02525,CRS0036,2024-06-05,Completed,3.7,20.7
EMP02525,CRS0120,2026-01-18,Completed,4.2,19.6
EMP02526,CRS0059,2026-04-04,Completed,4.4,23.4
EMP02526,CRS0037,2026-12-27,Completed,2.9,3.8
EMP02526,CRS0128,2026-07-26,In Progress,,22.6
EMP02526,CRS0118,2025-04-13,In Progress,,2.2
EMP02526,CRS0102,2024-05-04,Completed,3.8,14.3
EMP02527,CRS0133,2024-07-28,Completed,3.3,6.8
EMP02527,CRS0095,2024-10-27,Dropped,,8.7
EMP02528,CRS0063,2025-06-22,In Progress,,22.7
EMP02528,CRS0079,2025-04-18,Completed,3.2,18.9
EMP02528,CRS0102,2024-06-16,In Progress,,8.3
EMP02528,CRS0021,2026-03-28,In Progress,,34.2
EMP02528,CRS0003,2026-12-09,Completed,2.4,36.7
EMP02529,CRS0061,2025-01-28,Completed,2.2,26.5
EMP02529,CRS0121,2025-02-19,Dropped,,10.1
EMP02529,CRS0086,2024-01-20,In Progress,,19.1
EMP02529,CRS0023,2024-05-17,Completed,3.2,39.7
EMP02529,CRS0102,2024-02-10,Completed,3.6,36.2
EMP02529,CRS0014,2024-04-10,Completed,4.9,13.8
EMP02530,CRS0084,2025-10-27,Completed,4.9,35.1
EMP02530,CRS0105,2025-07-17,Dropped,,38.3
EMP02530,CRS0039,2024-12-17,In Progress,,12.9
EMP02530,CRS0071,2026-03-27,In Progress,,15.6
EMP02530,CRS0004,2025-05-21,Completed,4.8,13.4
EMP02530,CRS0027,2024-07-28,In Progress,,9.2
EMP02531,CRS0130,2024-05-23,Completed,3.0,14.5
EMP02531,CRS0043,2026-12-28,In Progress,,3.2
EMP02531,CRS0081,2026-01-13,Completed,4.5,2.5
EMP02532,CRS0073,2024-07-22,Completed,4.0,6.1
EMP02532,CRS0120,2026-03-28,Dropped,,35.4
EMP02532,CRS0025,2025-12-13,In Progress,,29.9
EMP02532,CRS0019,2026-01-21,Completed,4.6,28.9
EMP02532,CRS0039,2026-11-22,In Progress,,10.8
EMP02533,CRS0003,2025-07-03,Completed,2.0,35.1
EMP02533,CRS0123,2026-11-19,In Progress,,5.8
EMP02533,CRS0010,2025-05-16,Completed,4.1,36.8
EMP02533,CRS0077,2026-04-12,In Progress,,18.7
EMP02533,CRS0037,2025-05-15,Completed,4.8,32.4
EMP02534,CRS0096,2024-01-18,In Progress,,6.6
EMP02534,CRS0026,2025-12-11,Dropped,,25.9
EMP02534,CRS0034,2024-10-10,Completed,3.7,20.2
EMP02535,CRS0001,2025-05-04,Completed,2.3,10.1
EMP02535,CRS0095,2024-12-05,Completed,4.5,38.1
EMP02535,CRS0139,2024-04-14,In Progress,,13.7
EMP02536,CRS0032,2024-10-04,Completed,4.5,8.9
EMP02536,CRS0048,2026-05-01,Completed,2.1,36.9
EMP02537,CRS0104,2026-08-19,In Progress,,22.9
EMP02537,CRS0061,2024-10-19,Dropped,,16.2
EMP02537,CRS0083,2026-02-14,Completed,2.2,17.3
EMP02538,CRS0111,2026-03-27,Dropped,,22.6
EMP02538,CRS0124,2024-01-03,Completed,3.6,27.8
EMP02538,CRS0011,2025-07-10,In Progress,,3.8
EMP02538,CRS0137,2024-07-02,Completed,2.7,26.7
EMP02538,CRS0050,2024-05-09,Completed,2.6,17.6
EMP02538,CRS0037,2026-06-14,Completed,4.8,38.7
EMP02539,CRS0132,2024-08-05,Dropped,,11.7
EMP02539,CRS0111,2024-06-20,In Progress,,12.7
EMP02539,CRS0130,2025-09-26,Completed,3.5,21.7
EMP02539,CRS0043,2026-06-01,Completed,4.6,14.8
EMP02539,CRS0124,2025-01-17,Completed,2.4,7.0
EMP02539,CRS0058,2024-10-03,Completed,3.0,8.5
EMP02540,CRS0133,2026-12-06,Completed,4.7,22.8
EMP02540,CRS0108,2024-02-22,Completed,2.6,31.3
EMP02540,CRS0036,2026-10-23,In Progress,,36.5
EMP02540,CRS0123,2024-07-21,In Progress,,7.2
EMP02540,CRS0008,2025-02-15,Completed,3.0,9.3
EMP02540,CRS0127,2025-12-10,In Progress,,13.4
EMP02541,CRS0139,2024-05-08,In Progress,,12.8
EMP02541,CRS0080,2026-06-03,In Progress,,39.2
EMP02541,CRS0111,2024-11-16,In Progress,,35.8
EMP02541,CRS0126,2026-05-15,Completed,4.3,14.0
EMP02541,CRS0027,2024-04-23,Completed,3.9,33.9
EMP02542,CRS0097,2025-07-10,Dropped,,13.0
EMP02542,CRS0026,2026-02-11,Completed,4.7,20.8
EMP02542,CRS0073,2024-12-01,Completed,3.1,20.2
EMP02543,CRS0054,2024-10-02,Completed,2.9,31.3
EMP02543,CRS0066,2024-02-25,Completed,2.1,15.0
EMP02543,CRS0017,2026-03-13,Completed,3.4,15.8
EMP02544,CRS0094,2024-02-24,In Progress,,14.6
EMP02544,CRS0067,2024-07-08,In Progress,,30.9
EMP02544,CRS0014,2026-11-22,Completed,2.8,10.6
EMP02545,CRS0085,2026-02-27,Completed,4.3,28.2
EMP02545,CRS0119,2025-07-03,Completed,3.6,15.0
EMP02545,CRS0023,2024-04-06,Dropped,,6.0
EMP02545,CRS0096,2025-02-03,Completed,2.3,12.5
EMP02546,CRS0082,2026-02-07,Completed,4.5,28.4
EMP02546,CRS0100,2026-09-26,Completed,2.3,6.9
EMP02546,CRS0062,2025-09-08,Completed,4.8,17.9
EMP02546,CRS0004,2026-04-10,Completed,4.2,5.0
EMP02546,CRS0108,2024-02-19,In Progress,,18.2
EMP02546,CRS0013,2024-01-19,Completed,2.6,24.6
EMP02547,CRS0111,2024-09-08,Dropped,,26.6
EMP02547,CRS0089,2026-05-13,In Progress,,2.2
EMP02548,CRS0078,2026-11-22,Completed,4.8,15.6
EMP02548,CRS0136,2026-09-22,Completed,4.6,35.9
EMP02548,CRS0021,2026-01-23,Completed,2.2,29.7
EMP02549,CRS0033,2026-07-27,Completed,2.5,19.5
EMP02549,CRS0017,2025-06-14,Dropped,,26.9
EMP02549,CRS0044,2025-05-06,Completed,3.1,24.3
EMP02549,CRS0007,2024-03-15,Completed,4.8,14.4
EMP02549,CRS0052,2026-05-10,In Progress,,14.1
EMP02549,CRS0004,2025-08-02,Completed,3.0,30.3
EMP02550,CRS0107,2026-09-17,In Progress,,34.1
EMP02550,CRS0037,2025-09-10,In Progress,,29.1
EMP02551,CRS0019,2025-09-27,In Progress,,13.0
EMP02551,CRS0104,2024-06-27,Dropped,,2.7
EMP02551,CRS0092,2026-12-17,Completed,3.9,12.4
EMP02551,CRS0134,2024-01-17,Dropped,,14.9
EMP02551,CRS0077,2026-10-24,Completed,3.9,11.9
EMP02551,CRS0017,2024-10-27,Dropped,,33.0
EMP02552,CRS0082,2025-04-23,Completed,2.2,23.2
EMP02552,CRS0066,2024-11-01,Dropped,,37.1
EMP02553,CRS0071,2024-02-02,Completed,4.4,34.5
EMP02553,CRS0129,2026-05-19,In Progress,,38.4
EMP02553,CRS0119,2025-08-07,Completed,2.1,29.9
EMP02553,CRS0074,2025-11-06,In Progress,,16.2
EMP02553,CRS0090,2025-08-10,Completed,2.2,35.9
EMP02554,CRS0076,2026-08-09,Completed,4.4,25.3
EMP02554,CRS0064,2024-12-17,Completed,3.9,3.1
EMP02554,CRS0035,2026-09-27,Completed,4.2,32.8
EMP02554,CRS0092,2026-09-02,In Progress,,21.7
EMP02554,CRS0028,2025-06-05,Dropped,,18.5
EMP02555,CRS0133,2026-08-07,Completed,3.3,34.4
EMP02555,CRS0093,2026-01-02,Completed,4.5,4.0
EMP02555,CRS0058,2026-07-16,Completed,2.6,15.2
EMP02555,CRS0009,2025-09-25,Completed,2.6,32.2
EMP02556,CRS0099,2024-11-08,Completed,2.3,6.8
EMP02556,CRS0019,2025-10-01,Completed,4.7,36.5
EMP02556,CRS0036,2025-06-27,In Progress,,21.4
EMP02556,CRS0132,2025-04-12,Dropped,,20.8
EMP02556,CRS0139,2025-04-09,Completed,2.8,32.7
EMP02557,CRS0129,2024-01-14,Completed,2.9,31.1
EMP02557,CRS0095,2025-04-11,In Progress,,15.0
EMP02557,CRS0059,2025-06-05,In Progress,,26.7
EMP02558,CRS0131,2025-07-21,Completed,4.4,38.0
EMP02558,CRS0012,2026-11-07,Completed,4.6,14.2
EMP02558,CRS0014,2025-12-12,In Progress,,26.1
EMP02558,CRS0021,2026-08-15,Completed,3.0,19.1
EMP02558,CRS0128,2024-01-26,Completed,3.1,34.1
EMP02558,CRS0103,2024-03-15,In Progress,,36.1
EMP02559,CRS0025,2024-03-11,Completed,3.3,14.6
EMP02559,CRS0062,2024-06-05,Completed,3.0,25.5
EMP02559,CRS0120,2026-02-04,Completed,4.9,3.8
EMP02560,CRS0016,2025-11-15,Completed,3.7,11.8
EMP02560,CRS0103,2024-06-02,Completed,3.8,27.3
EMP02560,CRS0074,2024-07-19,Completed,3.7,8.6
EMP02560,CRS0054,2024-02-20,In Progress,,27.4
EMP02560,CRS0110,2026-08-23,In Progress,,28.2
EMP02560,CRS0113,2024-09-13,In Progress,,19.6
EMP02561,CRS0071,2026-02-23,Completed,3.8,36.0
EMP02561,CRS0115,2024-08-25,Completed,3.7,15.5
EMP02561,CRS0064,2026-04-01,Completed,4.7,23.9
EMP02561,CRS0015,2026-08-26,Completed,2.9,5.7
EMP02561,CRS0033,2026-07-24,Completed,3.8,37.0
EMP02562,CRS0024,2026-11-28,Dropped,,3.5
EMP02562,CRS0100,2026-08-07,In Progress,,5.7
EMP02562,CRS0020,2024-08-17,In Progress,,15.2
EMP02562,CRS0064,2026-12-03,Completed,4.1,7.4
EMP02562,CRS0124,2026-09-23,Completed,4.7,28.7
EMP02563,CRS0053,2026-08-22,Completed,5.0,16.7
EMP02563,CRS0079,2026-07-18,In Progress,,21.7
EMP02563,CRS0140,2026-10-19,Completed,3.2,14.9
EMP02563,CRS0115,2024-05-13,Completed,2.5,31.5
EMP02563,CRS0119,2025-09-19,In Progress,,4.8
EMP02563,CRS0070,2026-11-06,Completed,3.5,5.2
EMP02564,CRS0053,2026-10-22,Completed,2.8,37.4
EMP02564,CRS0125,2026-10-07,Completed,2.8,5.0
EMP02565,CRS0136,2024-09-06,Dropped,,17.7
EMP02565,CRS0104,2026-07-18,Completed,3.8,18.9
EMP02565,CRS0132,2024-02-06,Completed,3.1,35.0
EMP02565,CRS0065,2025-03-26,Completed,4.0,10.1
EMP02565,CRS0137,2025-10-01,In Progress,,22.4
EMP02565,CRS0125,2024-12-05,Completed,2.6,17.4
EMP02566,CRS0027,2025-12-17,Completed,4.0,32.4
EMP02566,CRS0084,2026-10-17,Completed,2.2,30.9
EMP02566,CRS0031,2026-02-26,In Progress,,30.4
EMP02566,CRS0100,2026-09-15,Completed,4.7,14.4
EMP02566,CRS0055,2024-05-08,Completed,2.8,22.0
EMP02566,CRS0074,2026-11-14,Dropped,,4.0
EMP02567,CRS0076,2024-04-23,Completed,3.8,22.9
EMP02567,CRS0017,2026-08-20,Dropped,,25.8
EMP02567,CRS0102,2026-08-26,Completed,3.6,21.5
EMP02567,CRS0126,2024-05-23,Completed,2.8,33.4
EMP02567,CRS0030,2026-08-11,Completed,4.1,10.0
EMP02568,CRS0052,2026-12-17,Completed,3.4,2.6
EMP02568,CRS0094,2025-04-07,In Progress,,37.0
EMP02568,CRS0107,2024-04-21,In Progress,,30.1
EMP02569,CRS0137,2024-06-07,Completed,3.5,23.9
EMP02569,CRS0086,2025-08-25,Completed,4.2,35.6
EMP02570,CRS0031,2026-08-27,Completed,4.0,13.1
EMP02570,CRS0132,2026-04-19,Dropped,,21.5
EMP02570,CRS0120,2024-04-12,Completed,4.1,19.9
EMP02571,CRS0032,2026-10-06,In Progress,,11.9
EMP02571,CRS0034,2025-09-27,Dropped,,29.3
EMP02571,CRS0049,2024-02-05,In Progress,,18.8
EMP02572,CRS0126,2024-04-03,Completed,2.7,11.2
EMP02572,CRS0031,2026-08-21,Completed,3.8,19.1
EMP02572,CRS0016,2026-07-22,Completed,2.8,8.6
EMP02572,CRS0024,2026-05-05,Completed,4.8,28.0
EMP02573,CRS0046,2024-01-27,Completed,3.6,11.5
EMP02573,CRS0052,2024-03-21,Dropped,,18.0
EMP02573,CRS0126,2026-05-27,Completed,3.5,17.6
EMP02573,CRS0112,2025-12-23,Completed,3.7,30.9
EMP02573,CRS0103,2026-06-22,In Progress,,12.0
EMP02573,CRS0057,2024-11-20,Completed,4.5,7.7
EMP02574,CRS0067,2026-02-01,Completed,3.7,36.3
EMP02574,CRS0026,2024-12-20,Completed,4.3,38.8
EMP02574,CRS0107,2024-05-21,Completed,4.8,7.6
EMP02574,CRS0102,2026-05-16,Dropped,,24.7
EMP02575,CRS0028,2026-06-05,Completed,2.4,32.7
EMP02575,CRS0088,2026-06-21,Completed,3.5,28.0
EMP02575,CRS0089,2024-03-22,Dropped,,6.9
EMP02576,CRS0016,2025-10-28,Completed,2.1,27.3
EMP02576,CRS0037,2025-04-03,In Progress,,24.7
EMP02576,CRS0055,2026-06-14,Completed,2.3,31.7
EMP02576,CRS0129,2024-10-13,In Progress,,28.7
EMP02577,CRS0066,2025-11-23,Completed,3.0,36.4
EMP02577,CRS0129,2024-02-23,In Progress,,35.9
EMP02577,CRS0061,2025-09-27,In Progress,,19.5
EMP02578,CRS0055,2025-04-27,In Progress,,14.8
EMP02578,CRS0136,2026-07-10,Completed,2.4,24.8
EMP02578,CRS0120,2024-01-03,In Progress,,6.4
EMP02578,CRS0068,2024-03-24,In Progress,,24.2
EMP02579,CRS0008,2025-07-20,Completed,4.0,11.3
EMP02579,CRS0114,2024-10-26,Completed,2.4,14.7
EMP02580,CRS0048,2025-06-06,Completed,4.1,7.1
EMP02580,CRS0136,2024-10-17,In Progress,,3.0
EMP02580,CRS0042,2026-11-08,Completed,2.6,38.9
EMP02581,CRS0133,2026-08-18,Completed,3.0,27.7
EMP02581,CRS0136,2025-12-07,In Progress,,20.2
EMP02581,CRS0035,2024-06-19,In Progress,,8.1
EMP02582,CRS0134,2025-03-23,Completed,3.2,21.6
EMP02582,CRS0102,2024-08-14,Completed,4.4,26.5
EMP02582,CRS0001,2026-04-24,Completed,4.1,30.1
EMP02582,CRS0015,2026-02-14,Completed,3.4,29.3
EMP02582,CRS0002,2026-01-13,Completed,3.7,24.8
EMP02582,CRS0005,2024-06-05,In Progress,,15.2
EMP02583,CRS0009,2025-11-25,Completed,2.3,37.5
EMP02583,CRS0025,2025-10-23,Completed,4.8,12.1
EMP02583,CRS0039,2025-07-16,In Progress,,13.4
EMP02583,CRS0124,2025-08-18,Completed,2.5,33.8
EMP02583,CRS0071,2024-12-22,In Progress,,7.7
EMP02584,CRS0036,2024-11-05,Completed,2.1,21.0
EMP02584,CRS0089,2025-11-12,Completed,2.4,20.2
EMP02584,CRS0140,2026-07-13,In Progress,,36.7
EMP02585,CRS0038,2026-03-17,Completed,2.4,33.9
EMP02585,CRS0022,2026-09-02,In Progress,,5.4
EMP02586,CRS0043,2026-08-09,In Progress,,14.8
EMP02586,CRS0132,2024-05-01,Completed,4.3,6.7
EMP02586,CRS0051,2026-12-27,Completed,3.6,9.1
EMP02587,CRS0061,2024-03-09,Completed,4.3,20.1
EMP02587,CRS0062,2024-09-12,Completed,4.1,37.3
EMP02587,CRS0090,2025-04-23,Completed,2.5,13.0
EMP02587,CRS0020,2024-02-20,Dropped,,8.5
EMP02587,CRS0021,2024-02-16,In Progress,,20.3
EMP02587,CRS0091,2024-10-13,In Progress,,27.0
EMP02588,CRS0022,2024-08-21,In Progress,,28.4
EMP02588,CRS0005,2025-06-14,Completed,2.7,36.1
EMP02588,CRS0028,2026-01-03,Completed,2.5,26.8
EMP02589,CRS0128,2024-07-13,Dropped,,30.7
EMP02589,CRS0079,2024-10-12,Completed,4.2,19.2
EMP02589,CRS0058,2026-05-17,Dropped,,38.9
EMP02589,CRS0009,2025-12-14,Completed,2.5,28.4
EMP02589,CRS0040,2024-06-19,Completed,2.4,18.0
EMP02590,CRS0130,2024-07-24,Completed,2.2,19.9
EMP02590,CRS0057,2024-04-11,Completed,3.8,37.5
EMP02590,CRS0043,2026-02-16,In Progress,,11.9
EMP02590,CRS0135,2025-08-20,Completed,3.0,26.9
EMP02590,CRS0039,2025-07-17,Completed,3.5,22.8
EMP02591,CRS0097,2024-09-13,Completed,3.2,35.6
EMP02591,CRS0014,2026-09-09,In Progress,,10.6
EMP02591,CRS0100,2024-08-19,Completed,4.6,3.7
EMP02591,CRS0091,2024-12-09,Dropped,,22.4
EMP02591,CRS0007,2025-01-07,Completed,4.8,17.8
EMP02592,CRS0110,2026-02-16,Completed,4.3,16.1
EMP02592,CRS0047,2026-10-12,Completed,4.7,9.3
EMP02592,CRS0050,2025-08-02,Completed,2.8,17.6
EMP02592,CRS0007,2025-06-13,In Progress,,39.2
EMP02593,CRS0011,2025-03-24,Completed,2.8,26.6
EMP02593,CRS0065,2024-07-28,Dropped,,13.6
EMP02594,CRS0070,2026-07-02,In Progress,,22.9
EMP02594,CRS0119,2024-12-04,In Progress,,35.4
EMP02594,CRS0071,2024-09-27,Completed,4.7,33.2
EMP02594,CRS0136,2025-02-28,Completed,3.6,16.2
EMP02594,CRS0092,2025-11-28,Completed,3.7,18.2
EMP02595,CRS0006,2024-11-05,Completed,2.9,27.3
EMP02595,CRS0105,2024-01-21,Completed,4.7,22.2
EMP02595,CRS0010,2026-02-15,In Progress,,29.1
EMP02595,CRS0135,2024-12-20,Dropped,,8.7
EMP02596,CRS0139,2024-08-16,Completed,4.3,34.5
EMP02596,CRS0016,2025-06-22,In Progress,,20.0
EMP02596,CRS0132,2024-08-03,In Progress,,36.8
EMP02597,CRS0020,2025-04-09,Completed,2.9,24.4
EMP02597,CRS0098,2025-08-09,In Progress,,26.7
EMP02597,CRS0037,2026-06-19,Completed,2.2,6.1
EMP02597,CRS0079,2025-07-05,Completed,3.0,15.2
EMP02597,CRS0122,2024-05-23,Completed,4.5,19.3
EMP02597,CRS0110,2024-02-27,Dropped,,39.7
EMP02598,CRS0099,2026-08-25,Completed,3.5,37.6
EMP02598,CRS0066,2024-10-09,Completed,4.8,4.1
EMP02598,CRS0049,2026-12-16,Completed,3.0,13.0
EMP02598,CRS0089,2025-09-07,Completed,2.3,7.4
EMP02598,CRS0121,2026-08-12,Dropped,,11.7
EMP02598,CRS0020,2024-09-20,In Progress,,8.1
EMP02599,CRS0018,2025-02-15,Dropped,,15.2
EMP02599,CRS0036,2024-05-05,In Progress,,19.9
EMP02599,CRS0106,2024-04-18,In Progress,,39.9
EMP02599,CRS0073,2025-07-13,Completed,3.0,15.0
EMP02599,CRS0071,2024-08-23,In Progress,,29.3
EMP02600,CRS0129,2024-11-11,In Progress,,38.5
EMP02600,CRS0040,2025-04-24,Dropped,,12.6
EMP02600,CRS0136,2026-02-12,Completed,3.9,38.2
EMP02600,CRS0121,2024-09-25,Dropped,,21.3
EMP02600,CRS0071,2026-05-16,Completed,4.1,32.6
EMP02601,CRS0099,2024-06-22,Completed,2.8,22.6
EMP02601,CRS0042,2024-07-28,In Progress,,7.6
EMP02601,CRS0124,2024-04-16,In Progress,,39.5
EMP02601,CRS0058,2024-07-03,Completed,4.9,32.5
EMP02601,CRS0140,2026-12-20,Completed,2.5,16.9
EMP02602,CRS0056,2024-10-24,Completed,4.8,7.9
EMP02602,CRS0121,2025-11-26,In Progress,,24.9
EMP02602,CRS0109,2025-12-10,Completed,2.5,8.2
EMP02602,CRS0132,2025-11-18,Dropped,,2.8
EMP02603,CRS0050,2026-03-03,Completed,3.7,38.5
EMP02603,CRS0023,2025-10-21,Completed,4.3,25.5
